Model,Rating,Title,Review
Xiaomi Mi A3,1,0 rating from my side,Worst mobile dual apps not able&voice recorder also not abel
Xiaomi Mi A3,5,Nice,Nice
Xiaomi Mi A3,5,Nice,Nice
Xiaomi Mi A3,5,Stylish Mobile,"Excellent Performance
Mi A3
Smart Camera
Best Display
Faster Professor
5⭐⭐⭐⭐⭐"
Xiaomi Mi A3,1,Finger print sensor not working.,"Finger print sensor not at all working. I got it checked in mi service center, they formatted and updated the software. But still it is not working.
Camera quality is adequate.
Battery is fine.
I don't know whether the phone and received by me is defective or mia3 are same."
Xiaomi Mi A3,5,Peace of mind. very compact and frankly display is not bad as reviews.,Thank God I opted for pure Android one device over Spammy miui. You won't regret. Install Nova launcher and this device is funn as hell for to the price. I was fed up with Spammy notification of miui.
Xiaomi Mi A3,3,Good,Good
Xiaomi Mi A3,4,👍,👍
Xiaomi Mi A3,4,Good,"Fingerprint reader is slower
Camera quality is good
Battery life is good"
Xiaomi Mi A3,5,Superb,"Superb camera.. handy size.
Can feel the Super AMOLED display.. it would be been better if they would have given full HD display..
Premium audio quality thro headphone."
Xiaomi Mi A3,4,Great mobile at reasonable price..,"Best Mobile.. speed .. battery life was awesome..
One of best Mobile.."
Xiaomi Mi A3,4,Nice phone,All things are good excepting fingerprint..
Xiaomi Mi A3,1,Ok,Ok
Xiaomi Mi A3,5,A good buy,It's a good phone. Display is not that impressive. It would have been far far better if it had a full HD display. Otherwise phone is working fine. Battery will remain for the whole day. Camera is working decent in the low lights.
Xiaomi Mi A3,5,I love this product,Nice mobile phone in this price range
Xiaomi Mi A3,5,Looks premium,Good adroid one experience
Xiaomi Mi A3,1,Xiomi doesn't care about customers.,"The phone has a lot of bugs. Every month security update is late and that update not trying to fix any bug. Xiomi promised and promote that this phone will receive Android 10 1st, already a lot of phones including there phone, another Android 1 phones already receiv even this phone Android 1 December 22 til date no signs for Android 10. The screen is avarage I will give it 3.5/5."
Xiaomi Mi A3,1,Bad decision,Battery sucks
Xiaomi Mi A3,1,Vvv,"Product is very bad after one month use its display suddenly off.
Fingerprint is slow
Camera quality is not good
Operation system is slow. While have 4 gb ram.."
Xiaomi Mi A3,4,Review,All things are good in this phone but the finger reader is little bit slow to recognise the finger print.
Xiaomi Mi A3,5,Good Product.Everything as described.Prompt service.,Good Product.Everything as described.Prompt service.
Xiaomi Mi A3,5,Good mobile,Best mobile in this range.... Screen finger prints is good feature...
Xiaomi Mi A3,5,Loved it,Best product in 15000 range
Xiaomi Mi A3,5,Good,Good Quality cammeraaa
Xiaomi Mi A3,4,good one bt..,awesome phone in this range but but its not fhd..mobile
Xiaomi Mi A3,5,Goof,Good
Xiaomi Mi A3,4,Super phone,Good one.
Xiaomi Mi A3,3,Not bad,Good phone....  Finger sensors is little bit slow.... No Gallery apps found...  No theme changes.....  But i need to know verify my phone on the website...
Xiaomi Mi A3,5,worth,Worth the money
Xiaomi Mi A3,1,Worst product,"Never buy this product, software that MI is using is not reliable.  Even MI customer is not ready to under stand the issue and Amazon just passing initial 10 days so that customer will not come back for replacemwnt"
Xiaomi Mi A3,3,Not satisfied.,Ok ok..
Xiaomi Mi A3,5,Speaker 🔊 not working,"I have purchased this mobile in October, and now one of the speaker is not working also I don't know where to complaint about this my phone is still in warranty."
Xiaomi Mi A3,5,Gentle man in this segment!,Good phone for normal users!
Xiaomi Mi A3,4,Plz put snapdragon In all the phones,"Finger print sensor not very fast takes time  ,no slowmotion mode available in camera"
Xiaomi Mi A3,3,Not a gaming phone,Good for normal users. Camera and battery is decent. But it's not a gaming phone. Specially pubg lovers would not like this phone.
Xiaomi Mi A3,5,Nice Android one,Good
Xiaomi Mi A3,5,Nice phone,Nice phone
Xiaomi Mi A3,1,Not nice just good,Good
Xiaomi Mi A3,2,Hang problem,Hang problem......
Xiaomi Mi A3,5,Ok,Ok
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,5,👍,👍
Xiaomi Mi A3,5,Awesome device,"Battery backup is wonderful. I never experienced this much battery backup in any 4000mah phone.Beacause of AMOLED display, 720p resolution and updated soc. Battery backup is just double than any other mi devices with 4000mah.
Camery quality is awesome👌
Build quality is very good. phone size is wonderful for one hand use.👍
Fingerprint is little disappointed.verry slow response than physical FP reader.👎
Wonderfully AMOLED display.👍
Gaming experience is very good, no lag in PUBG, COD, or PES.👌
Loud and clear sound .👌
😀😃🥰🥰🥰🥰"
Xiaomi Mi A3,4,Goo for it.,"Good phone, worth the money.
If you love stock Android, go for it
Display is very good, battery is good, performance is decent (not that quick) .
Camera is good."
Xiaomi Mi A3,5,Simply a great phone.,"Simply great phone. Just can't resist. There is only one slot for some and TF card. I haven't gone through instructions. Since phone memory is sufficient I feel there is no need for an external memory card. Batterybackup is also good. Cameras awesome. Delivered in time, properly packed."
Xiaomi Mi A3,5,Good mobile in this budget,Mi A3 mobile is good
Xiaomi Mi A3,1,Poor quality ☹️,"The phone camera very poor, the screen brightness is poor too. Touch unlock not up to the mark. Overall I feel sad after buying this phone."
Xiaomi Mi A3,3,Good,Good
Xiaomi Mi A3,5,Smooth and handy,"After one month use i found no issue in this phone, it's too smooth, handy and best camera with best battery life. Hats off to stock Android."
Xiaomi Mi A3,5,Good looking,Good phone
Xiaomi Mi A3,5,Excellent,I feel ok nothing cons good phone
Xiaomi Mi A3,4,Good,Good in this range
Xiaomi Mi A3,1,Worst camera,Worst camera after using it for 3 months
Xiaomi Mi A3,1,Poor quality  mobile,Waste of 6
Xiaomi Mi A3,5,Testing,All things are good
Xiaomi Mi A3,3,Good,"Not the best, but just good."
Xiaomi Mi A3,4,Good,Good product for low price
Xiaomi Mi A3,3,Just om,Processor is little slow
Xiaomi Mi A3,1,Worst Delivery experience,Worst delivery experience. Can’t be any bad than this.
Xiaomi Mi A3,4,"Fast Device, good battery life and decent camera","The device is well made, gives at least 2 days back up, in screen finger scanner works well, picture quality is decent.
Best of all compared to Nokia (HMD) 6.1Plus, find Mi A3 device to be way better in terms of battery, device finish, over all experience etc. The device protection cover supplied with device fits well and looks sleek.
Both being stock android devices, Mi A3 works much better and responses are faster.
HMD Nokia 6.1 plus is a poorly made device, with low quality components, USB charging slot in Nokia 6.1Plus started giving trouble within 6 months.
Shame on HMD for using NOKIA name but not living up to the quality standards of original nokia.
Mi A3 is the go to device for Stock Android."
Xiaomi Mi A3,5,It's look awesome and the battery is superb,awesome camera 👌
Xiaomi Mi A3,2,All good just app crashlytic is high.,Mobile let app crash frequently.
Xiaomi Mi A3,4,Mi a3,Nice mobile
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,4,It should be covered by acko insurance app according to the offer on that's date,"Does this phone covered by acko or not
According to the order on that's date offer is their with 6month screen warranty"
Xiaomi Mi A3,4,Nice,Overall better
Xiaomi Mi A3,5,Nice phone,"Nice phone,good camera,good battery life and amazing performance"
Xiaomi Mi A3,2,Update is provided late,The phone is good but they provide updates very late
Xiaomi Mi A3,1,Not good,Very bad phone can't support 4g signals
Xiaomi Mi A3,4,Not Good as Mi,Xiaomi Inbuilt applications are not good as Mi
Xiaomi Mi A3,4,Don't buy amazon,Good product
Xiaomi Mi A3,1,Poor quality,Poor quality
Xiaomi Mi A3,5,Terrific purchase,"Phone is sturdy, compact, feels good in hand.
720p display but still awesome colors and crispy. One can't tell the difference unless watching 1080p videos. Earpiece sound quality very good. Speaker volume clear and loud. Camera is best in this price segment. Battery also good. Fingerprint scanner a bit slow but quite accurate."
Xiaomi Mi A3,1,Worst purchase,This phone is complete disappointment. It is complete waste of money.
Xiaomi Mi A3,5,Good,It's amazing
Xiaomi Mi A3,4,Nice product,Nice product
Xiaomi Mi A3,5,Great phone but not perfect,"My rating : 9/10
Pros
1. Android one. No bloatware, stock android.
2. Good size. Not too big not too small. Not heavy
3. Good battery life( lasts over a day)
4. Good camera
5. Good build/finishing
6. Good performance/no lag in everyday use
Cons
1. Display colors are a bit weird/boosted/different (not much of a  problem)
2. Feels a bit overpriced compared to other phones in this range
3. Hybrid micro SD/SIM slot
Overall a good phone. I was looking for a stock android/android one phone, and this is the best I could find among mid range phones."
Xiaomi Mi A3,3,Slowest phone in this range.,"The phone is vey slow. Finger print sensor and face unlock is very bad, so i recommend not to buy it. No other reason to like it."
Xiaomi Mi A3,1,Mi is the worst company ever I used,Received a faulty product and requested for a replacement
Xiaomi Mi A3,5,Nice Phone,Nice Budget phone with all quality performance
Xiaomi Mi A3,1,No gorilla glass 5,No gorilla glass. The company claim gorilla glass 5 but please check the photo.
Xiaomi Mi A3,1,Nill,Nill
Xiaomi Mi A3,4,Decent product,Finger print reader not up to the mark
Xiaomi Mi A3,5,Excellent phone in budget,"Intially I doubted to buy this phone, but later on my opinion went wrong, no lags in daily usage, I bought 126gb version with 6gb ram. Expect for heavy gaming it handling all other apps very smooth. Fingerprint is average and superb camera and full-day battery even for heavy user. Best of all xiaomi with Android one, neat n no ads."
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,5,Nice product in your budget,Good as expected. #nowords
Xiaomi Mi A3,1,many issue in mobile,"i have problem in this device.  and no response regard this case
my contect no.
anil
9250806198"
Xiaomi Mi A3,2,Proximity sensor,Does not have a proximity sensor. when you make/ answer a call the screen will remain on
Xiaomi Mi A3,5,Okay,The fingerprint sensor is worst thing about it .... otherwise it is very quality phone
Xiaomi Mi A3,4,Mi a3 honest review,Nice phone
Xiaomi Mi A3,3,Slower phone,Finger print reader is good and camera quality is Best but  picture take a slower and battery life is normal
Xiaomi Mi A3,1,Worst Xiaomi Service,"Used only two months phone was good,  some drops of water entered into my packet while riding bike,  and phone touch partially blocked.  Gone MI store they denied warranty and hasn't rectified my mobile,  and asked for 6000 ( phone cose 12000)  in order to change touch panel also conveyed me to wait for 1week and charged amount even phone hasnt rectified. Worst after sale service ( inside Mi store they mentioned #1 After sales service). WASTED 12000 FOR JUST 2 MONTHS"
Xiaomi Mi A3,4,Good mobile with worst finger print scanner,Fingerprint scanner is not up to the mark
Xiaomi Mi A3,5,A Phone worth buying!,"I went for the Mi A3 mainly because of it being a Stock Android phone.
This phone is packed with some great specs!
Firstly, I love photography and to be honest I fell in love with the camera! The wide angle lens really does a good job.
Secondly, the battery. Even though it doesn't have a 5000mAh battery but the battery doesn't drain out that quick. It gives a day's worth of charge so I don't have to worry about the charge at all.
The last feature of the phone I love is the built or the size of the phone! It's so handy and it can easily be used single handed.
I would definately recommend this product."
Xiaomi Mi A3,5,😁,Great
Xiaomi Mi A3,1,Worst displaying pixels quality,Please no one buy this mobile if you dont want a headache or eye problems
Xiaomi Mi A3,4,Genuine review,"Review after 2 month usage ..
Who love Android one please go for it. There is no any Smartphone better then this device.. Camera quality is natural..
Battery life also good.
There is issue with fingerprint. It could be better after update."
Xiaomi Mi A3,5,Overall it is a good product.,Camera and bettry quality is good on this price segment.
Xiaomi Mi A3,1,Fake Promises were made by Xiaomi,"At the time of launch they said they'll give Android 10 update. But it's been 4 months and they haven't provided the update whereas Nokia, Realme, Motorola, Samsung is giving Android 10 update to their budget devices. It's a shame Xiaomi."
Xiaomi Mi A3,1,Defective piece received,Worst product in series.. Previously i had mi a1 which was of good camera quality and for that I purchased imi a3 2 days ago and it doesn't work properly .Rear camera works worst than 6 mp camera. Front camera is better than rear camera
Xiaomi Mi A3,1,Bad,Bad very bad
Xiaomi Mi A3,4,Good,I disliked this color
Xiaomi Mi A3,4,Good,Good product but easy to get scratch on the screen. Use screen guard before using
Xiaomi Mi A3,3,amazing,Good in mid range
Xiaomi Mi A3,3,Make it more efficient,"It's may more efficient & powerful, battery 5000 mAh is necessary"
Xiaomi Mi A3,5,Best Google pixel Alternative,This is the best Google pixel alternative every Google phone features with great battery life excellent camera and best performance in this price range
Xiaomi Mi A3,4,Good Mobile,Not as per the expectations
Xiaomi Mi A3,5,Superb,Very good Mobile at offrdable price
Xiaomi Mi A3,4,Good for Basic Android users and can live with some device lags,Fingerprint reader is a bit slow and has improved after the recent update. SD665 is a bit old as the lag is sometimes visible .. i wish they had used a SD710 chip. Color saturation needs further work and has to be fine tuned. Batfey life is good. I like the fast charging Speed after latest update. Audio jack is welcome but no option to select or configure the Bass treble etc
